	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
MDS1	0.05402	0.05154	0.03504	0.05076	0.05456	0.04908	0.04717	0.05592	0.04453	0.08926	0.04034	0.04196	0.03356	0.06793	0.04161	0.04541	0.04553	0.06086	0.06386	0.04669	0.04763	0.05076	0.04026	0.05242	0.03397	0.0461	0.03715	0.05752	0.05594	0.05383	0.04803	0.04735	0.04194	0.04945	0.04661	0.04557	0.06551	0.04666	0.06665	0.04935	0.05211	0.04574	0.05197	0.05079	0.032	0.03948	0.04082	0.05342	0.05675	0.05352	0.04524	0.05092	0.0404	0.03926	0.04386	0.03006	0.05619	0.03994	0.04383	0.05609	0.02826	0.05218	0.05565	0.05781	0.04464	0.06654	0.03546	0.04003	0.03692	0.06286	0.05341	0.06393	0.04547	0.13697	0.0646	0.03354	0.05799	0.03868	0.04484	0.04459	0.04154	0.06044	0.05281	0.03871	0.07087	0.05174	0.04839	0.04366	0.06223	0.04977	0.05229	0.04952	0.03321	0.03658
MEG3	0.5188	0.45124	0.54275	0.50924	0.50832	0.39332	0.32685	0.54478	0.43792	0.47309	0.41209	0.48888	0.37515	0.45765	0.54646	0.41715	0.25832	0.46598	0.39886	0.43803	0.49238	0.45956	0.46586	0.43769	0.53322	0.48121	0.46981	0.46408	0.4755	0.46079	0.4802	0.53306	0.52591	0.48336	0.48915	0.51106	0.49087	0.48047	0.47211	0.45605	0.04988	0.5474	0.52874	0.51672	0.50173	0.49159	0.55928	0.56626	0.55088	0.47264	0.66301	0.52006	0.19141	0.73977	0.60092	0.64403	0.4714	0.33909	0.27545	0.45317	0.64863	0.51495	0.41964	0.14455	0.31775	0.44134	0.39841	0.59177	0.53535	0.57693	0.63683	0.55085	0.61689	0.53249	0.48461	0.5041	0.51549	0.68432	0.35611	0.56338	0.57957	0.47074	0.45067	0.54647	0.49517	0.24684	0.50125	0.145	0.44668	0.44035	0.47089	0.78503	0.69155	0.5221
MEST	0.26036	0.30088	0.30871	0.3331	0.29284	0.30606	0.136	0.20616	0.23733	0.28064	0.10032	0.37676	0.14828	0.21024	0.27447	0.28306	0.25202	0.28526	0.2344	0.29062	0.30632	0.23155	0.19768	0.19461	0.15152	0.20985	0.18674	0.20605	0.34119	0.25913	0.263	0.29373	0.24474	0.24239	0.30915	0.16858	0.19745	0.16684	0.25586	0.20518	0.26113	0.30479	0.37776	0.23325	0.3347	0.23785	0.03081	0.1699	0.19158	0.17569	0.07754	0.15044	0.11612	0.07316	0.20912	0.05452	0.18747	0.19783	0.25177	0.18812	0.05677	0.21253	0.14842	0.13394	0.12833	0.11659	0.22038	0.08095	0.02694	0.27154	0.12253	0.22892	0.13109	0.66158	0.4047	0.17519	0.16179	0.0846	0.21647	0.79464	0.06359	0.12313	0.17707	0.07446	0.09485	0.11993	0.12056	0.2202	0.1828	0.05398	0.13578	0.15824	0.11746	0.08267
MET	0.49376	0.39861	0.13708	0.19231	0.28821	0.23096	0.17468	0.24818	0.20714	0.18612	0.47668	0.16962	0.17263	0.28764	0.32074	0.22422	0.18464	0.22578	0.19841	0.11927	0.22922	0.25862	0.28345	0.26967	0.21674	0.41101	0.19858	0.22659	0.17453	0.27635	0.26552	0.14935	0.38491	0.28988	0.14045	0.18993	0.2379	0.19051	0.25709	0.25285	0.32344	0.38887	0.1723	0.28037	0.29198	0.31329	0.04203	0.3601	0.32449	0.32169	0.09282	0.24191	0.16958	0.12841	0.20179	0.10676	0.18862	0.25452	0.25468	0.21961	0.18148	0.2853	0.29594	0.2218	0.19838	0.27405	0.17771	0.31158	0.09997	0.23145	0.12593	0.3155	0.32704	0.30584	0.2218	0.27092	0.41841	0.2297	0.1674	0.08793	0.49071	0.17631	0.41016	0.30358	0.17576	0.13273	0.21618	0.20418	0.26918	0.13027	0.17693	0.17109	0.34946	0.07281
MFAP4	0.37497	0.32977	0.34413	0.32706	0.38793	0.29649	0.18644	0.37939	0.26023	0.33289	0.24237	0.30275	0.22842	0.27543	0.32908	0.25642	0.2747	0.33812	0.36102	0.24793	0.36816	0.2967	0.31709	0.29734	0.27709	0.34572	0.24565	0.29329	0.29796	0.27664	0.30946	0.22069	0.31872	0.35673	0.30581	0.2939	0.36555	0.28595	0.32974	0.31162	0.35737	0.32816	0.34151	0.4467	0.34441	0.31885	0.30292	0.38307	0.36849	0.36857	0.26236	0.36786	0.30386	0.39047	0.23093	0.32742	0.35746	0.30614	0.5925	0.34987	0.31448	0.38577	0.34745	0.39079	0.598	0.60955	0.33159	0.28186	0.57939	0.45209	0.59022	0.40627	0.34593	0.31035	0.35485	0.23396	0.43197	0.56697	0.43328	0.60595	0.42278	0.42808	0.37592	0.26452	0.31125	0.46406	0.24453	0.42495	0.38817	0.29107	0.44487	0.43282	0.54685	0.44337
MGMT	0.08656	0.10303	0.10661	0.10844	0.19828	0.10854	0.06911	0.13826	0.08562	0.09581	0.08999	0.10726	0.08958	0.09163	0.0908	0.06129	0.08045	0.08693	0.14336	0.08864	0.12868	0.07844	0.07758	0.09269	0.07994	0.10499	0.08444	0.09052	0.08382	0.14953	0.08185	0.07612	0.09742	0.12274	0.09306	0.09822	0.08498	0.10636	0.09397	0.10139	0.09762	0.09502	0.08548	0.21286	0.09907	0.14695	0.064	0.06262	0.08854	0.11803	0.15433	0.10805	0.08171	0.11508	0.09777	0.19173	0.08167	0.10556	0.1329	0.08828	0.14915	0.09497	0.08069	0.10779	0.10895	0.10944	0.15915	0.10068	0.07505	0.08529	0.11836	0.11983	0.09039	0.1235	0.07905	0.07994	0.09914	0.2528	0.10285	0.11936	0.0606	0.14614	0.13033	0.07609	0.15064	0.12305	0.0909	0.08733	0.20476	0.10913	0.10318	0.46463	0.19014	0.08419
MKRN3	0.97005	0.95679	0.96991	0.96776	0.95971	0.96254	0.89285	0.95627	0.96357	0.95784	0.95951	0.95674	0.95738	0.92849	0.96126	0.96179	0.93807	0.94416	0.94929	0.95692	0.96307	0.96588	0.95535	0.95712	0.89784	0.96643	0.96127	0.91071	0.95759	0.93901	0.95505	0.97218	0.96553	0.95531	0.96794	0.96703	0.93716	0.96386	0.96706	0.9689	0.96904	0.96405	0.96711	0.96578	0.96946	0.96786	0.96612	0.96992	0.95706	0.94838	0.84872	0.95371	0.93847	0.79329	0.96082	0.67657	0.95856	0.86986	0.80969	0.93932	0.51261	0.90053	0.96851	0.87535	0.73836	0.93524	0.96569	0.95906	0.93954	0.94978	0.88541	0.92347	0.90293	0.95611	0.90852	0.96102	0.95087	0.8092	0.9423	0.64012	0.94982	0.94175	0.92893	0.93283	0.85895	0.6699	0.95323	0.9156	0.94031	0.94773	0.93857	0.71194	0.76533	0.95152
MLF1	0.38726	0.35648	0.3932	0.40978	0.45416	0.424	0.2507	0.40579	0.34302	0.39108	0.31331	0.31769	0.34304	0.33506	0.35786	0.31298	0.3344	0.35583	0.47708	0.32297	0.42854	0.37065	0.36649	0.38248	0.34054	0.28685	0.27213	0.37034	0.31764	0.37073	0.32416	0.26504	0.36995	0.39644	0.3209	0.3596	0.34472	0.30687	0.36453	0.33583	0.40391	0.40937	0.36137	0.34519	0.39383	0.35237	0.12378	0.52886	0.32564	0.41311	0.33763	0.51855	0.38342	0.28378	0.31921	0.24646	0.37603	0.47078	0.45298	0.38606	0.24922	0.3266	0.31206	0.36621	0.37282	0.40877	0.35473	0.30332	0.22259	0.44809	0.36772	0.40068	0.32432	0.53064	0.42348	0.24904	0.33855	0.36431	0.39245	0.22137	0.40086	0.37912	0.42857	0.34715	0.38319	0.39891	0.27444	0.33623	0.44371	0.38658	0.34065	0.41544	0.30719	0.28113
MLH1	0.048	0.04003	0.04429	0.04326	0.03709	0.0377	0.05466	0.04786	0.03598	0.04586	0.03008	0.03744	0.04221	0.03945	0.02786	0.03315	0.02795	0.03785	0.05184	0.04397	0.05284	0.02978	0.04121	0.03595	0.03201	0.03707	0.03648	0.03896	0.04581	0.06423	0.04822	0.04015	0.04186	0.04083	0.03745	0.04083	0.03849	0.03797	0.03338	0.0411	0.03961	0.04346	0.04125	0.02663	0.03303	0.03626	0.02874	0.06588	0.04625	0.033	0.92245	0.04628	0.03496	0.03088	0.03781	0.0308	0.03318	0.04184	0.03833	0.03544	0.05338	0.05104	0.04498	0.04511	0.03939	0.02993	0.0426	0.03491	0.02667	0.04211	0.04007	0.04856	0.04458	0.03977	0.0379	0.03496	0.05469	0.054	0.03356	0.04709	0.04842	0.0375	0.05032	0.03922	0.04981	0.06081	0.04634	0.05294	0.06109	0.04595	0.04616	0.06475	0.03832	0.03168
MLH3	0.04171	0.03239	0.04764	0.0423	0.04334	0.04399	0.03767	0.03975	0.02535	0.04332	0.03058	0.04659	0.03303	0.0424	0.02867	0.03824	0.02634	0.04033	0.04974	0.04971	0.03591	0.03496	0.03697	0.02639	0.03942	0.02987	0.03399	0.03477	0.03719	0.07205	0.03665	0.04802	0.03758	0.03259	0.02939	0.038	0.03711	0.03403	0.04021	0.04972	0.04189	0.04746	0.04228	0.02682	0.02659	0.0359	0.02677	0.02699	0.04085	0.03373	0.04977	0.03747	0.02766	0.0253	0.042	0.02647	0.03307	0.05832	0.02936	0.03855	0.02621	0.03623	0.03543	0.04012	0.68694	0.08321	0.04676	0.04135	0.01661	0.04744	0.03047	0.03774	0.04151	0.04535	0.02804	0.03087	0.13993	0.0435	0.03007	0.037	0.05218	0.03041	0.03376	0.03754	0.05484	0.03471	0.03974	0.06545	0.05034	0.03439	0.03629	0.06443	0.05275	0.02892
MLLT3	0.02518	0.02982	0.02285	0.01946	0.02669	0.02509	0.02465	0.02841	0.01954	0.03328	0.02221	0.02717	0.0231	0.02883	0.0192	0.02346	0.02171	0.02726	0.0319	0.03558	0.02266	0.02444	0.02661	0.02128	0.02528	0.02416	0.02351	0.02006	0.02585	0.02879	0.02531	0.03107	0.0287	0.02163	0.02657	0.02399	0.02216	0.02705	0.03432	0.03744	0.02424	0.02437	0.02416	0.02674	0.01658	0.02352	0.02497	0.02551	0.03152	0.02413	0.03261	0.02829	0.02198	0.02047	0.03047	0.0221	0.02181	0.02884	0.03105	0.02854	0.03101	0.02809	0.02541	0.02852	0.02695	0.01947	0.02848	0.02197	0.02215	0.02619	0.02921	0.02161	0.02799	0.0289	0.01551	0.02152	0.02969	0.03458	0.02511	0.03245	0.02389	0.02907	0.02902	0.02518	0.04023	0.02824	0.0276	0.04232	0.04907	0.02935	0.03075	0.04357	0.03374	0.02337
MLLT4	0.12594	0.16372	0.17243	0.19198	0.10883	0.0902	0.09034	0.13511	0.1847	0.14694	0.05986	0.20611	0.07878	0.13244	0.09748	0.10032	0.21239	0.24487	0.16128	0.13356	0.24372	0.13614	0.21802	0.08984	0.06297	0.13846	0.09846	0.12991	0.1319	0.09659	0.19784	0.17798	0.13282	0.16513	0.12822	0.18067	0.12744	0.18234	0.16596	0.19281	0.16701	0.14516	0.23343	0.20312	0.24611	0.10234	0.03505	0.08197	0.11513	0.09015	0.05241	0.07894	0.04888	0.04317	0.08595	0.03443	0.09901	0.04403	0.04026	0.1049	0.03893	0.12134	0.05213	0.0727	0.06833	0.09642	0.12043	0.05965	0.02812	0.13811	0.06349	0.11152	0.09829	0.05656	0.1381	0.04258	0.0887	0.08857	0.09236	0.88648	0.08262	0.06064	0.10913	0.0543	0.06697	0.0818	0.07107	0.09257	0.1633	0.04454	0.15513	0.0693	0.07476	0.05557
MLLT6	0.1014	0.08654	0.10439	0.10366	0.13414	0.10424	0.07202	0.10546	0.05267	0.09711	0.07355	0.08144	0.08787	0.07273	0.04823	0.05644	0.07954	0.07906	0.16594	0.13811	0.14851	0.10369	0.09045	0.06646	0.06641	0.07913	0.05939	0.08234	0.0702	0.09852	0.05689	0.06234	0.08834	0.09855	0.09506	0.0909	0.04862	0.07136	0.08682	0.09405	0.11259	0.12457	0.09694	0.03719	0.11995	0.0772	0.03356	0.09445	0.06062	0.08093	0.07873	0.08385	0.06035	0.0454	0.04099	0.03439	0.06328	0.0688	0.07369	0.078	0.05647	0.06818	0.06945	0.05968	0.09594	0.05353	0.09707	0.09927	0.09398	0.09641	0.08852	0.08711	0.07158	0.07197	0.0693	0.04845	0.07759	0.04442	0.0572	0.07221	0.05728	0.07022	0.13628	0.08368	0.07785	0.0724	0.08848	0.10072	0.10287	0.13862	0.07621	0.11405	0.12084	0.05343
MME	0.16311	0.25118	0.15146	0.16968	0.2112	0.16815	0.08032	0.1084	0.09989	0.22286	0.10365	0.15652	0.09568	0.10417	0.17186	0.20496	0.21618	0.26215	0.20589	0.18159	0.1447	0.22705	0.17234	0.11656	0.14034	0.14251	0.09864	0.18195	0.1069	0.10864	0.13995	0.18719	0.21163	0.15174	0.16732	0.13109	0.23792	0.08914	0.14935	0.1842	0.10461	0.15159	0.20158	0.30377	0.17771	0.11528	0.03794	0.203	0.25805	0.27569	0.11757	0.15277	0.0514	0.1263	0.12378	0.03976	0.2075	0.06738	0.10117	0.42285	0.0957	0.2069	0.18398	0.11371	0.15862	0.21297	0.79061	0.05709	0.02802	0.26255	0.10701	0.26031	0.11843	0.08361	0.16123	0.07997	0.18389	0.09804	0.18953	0.96014	0.18436	0.27326	0.25169	0.09705	0.432	0.10264	0.14417	0.13874	0.21207	0.16848	0.1449	0.16312	0.09445	0.65278
MMP10	0.59472	0.52239	0.58044	0.64558	0.62305	0.54739	0.37718	0.36398	0.59377	0.55135	0.65166	0.64051	0.48666	0.46789	0.6451	0.53639	0.50589	0.47025	0.44961	0.47156	0.59302	0.58696	0.56899	0.53452	0.55652	0.56072	0.4884	0.64659	0.49601	0.52756	0.48659	0.46711	0.63631	0.55989	0.54645	0.55601	0.51204	0.47899	0.50981	0.56984	0.57113	0.67637	0.51809	0.60628	0.63653	0.61579	0.50899	0.57204	0.6017	0.52952	0.19144	0.53266	0.33514	0.59233	0.38732	0.17778	0.576	0.3489	0.35907	0.44501	0.40015	0.48116	0.64022	0.56045	0.37782	0.38689	0.42625	0.74631	0.54495	0.45217	0.43184	0.56366	0.41132	0.53698	0.57867	0.25243	0.66255	0.33238	0.59058	0.15898	0.60326	0.63275	0.56607	0.50713	0.3386	0.58873	0.60551	0.42391	0.58471	0.58531	0.64839	0.28547	0.36021	0.69017
MMP14	0.65108	0.68541	0.38144	0.50867	0.69393	0.4958	0.27076	0.67191	0.32017	0.6709	0.39203	0.46541	0.2815	0.51643	0.55494	0.51457	0.45341	0.51957	0.62474	0.44237	0.47378	0.49528	0.56385	0.39982	0.43382	0.70165	0.32043	0.39395	0.41131	0.37119	0.55762	0.38766	0.62317	0.51529	0.48309	0.34703	0.80396	0.31709	0.63405	0.45933	0.55041	0.48972	0.39554	0.59696	0.43091	0.47288	0.03598	0.77542	0.77118	0.73305	0.30944	0.74903	0.47374	0.3637	0.59181	0.4855	0.79339	0.22302	0.59452	0.79958	0.88044	0.7451	0.71111	0.68629	0.59755	0.86828	0.55281	0.53931	0.12695	0.78865	0.76022	0.79796	0.52539	0.62236	0.68384	0.46515	0.83847	0.54671	0.66377	0.25692	0.64044	0.67204	0.72415	0.30613	0.55824	0.43376	0.59833	0.67137	0.7243	0.49893	0.56258	0.29453	0.57242	0.25038
MMP19	0.9298	0.88682	0.91263	0.9051	0.90243	0.86778	0.78957	0.86404	0.90401	0.859	0.88416	0.8809	0.85156	0.86614	0.9091	0.88025	0.88358	0.8827	0.87335	0.86207	0.89291	0.88385	0.9079	0.88246	0.91912	0.90884	0.88393	0.88299	0.87934	0.84433	0.90145	0.90818	0.93055	0.88996	0.91716	0.91307	0.88285	0.90264	0.91296	0.91158	0.91901	0.91871	0.89016	0.91536	0.9079	0.91166	0.75596	0.91352	0.88973	0.88551	0.86985	0.92252	0.88217	0.89282	0.87143	0.81469	0.9029	0.81227	0.86918	0.87818	0.83353	0.88842	0.90519	0.86673	0.83385	0.87307	0.94263	0.92741	0.82154	0.88533	0.90205	0.89182	0.87981	0.84719	0.85629	0.83681	0.89035	0.90237	0.84721	0.8915	0.93005	0.89373	0.844	0.89229	0.88965	0.78393	0.8777	0.87218	0.84984	0.84758	0.82674	0.81354	0.9101	0.87654
MMP1	0.98087	0.97044	0.98177	0.97703	0.98174	0.97415	0.94848	0.96847	0.97027	0.95964	0.96763	0.96946	0.96858	0.94578	0.9735	0.96949	0.9666	0.9705	0.96143	0.96652	0.97668	0.97236	0.9597	0.96791	0.96923	0.96854	0.97198	0.96972	0.96189	0.95084	0.96635	0.97743	0.9786	0.97643	0.97529	0.97646	0.97104	0.97386	0.97584	0.97082	0.97936	0.98158	0.9767	0.98227	0.97969	0.97811	0.96628	0.97959	0.97007	0.97108	0.96583	0.97784	0.96746	0.96392	0.97044	0.72046	0.97522	0.97399	0.91416	0.97368	0.97375	0.96531	0.97737	0.96464	0.96418	0.96786	0.97716	0.97366	0.96801	0.96881	0.97661	0.97187	0.97622	0.97985	0.9698	0.9678	0.974	0.94312	0.97723	0.97731	0.97688	0.95907	0.9623	0.94713	0.90884	0.96157	0.95282	0.94766	0.9643	0.95569	0.96014	0.97774	0.9602	0.96467
MMP2	0.1717	0.13499	0.12188	0.12617	0.12572	0.09587	0.06371	0.09934	0.0799	0.1316	0.08344	0.1007	0.08193	0.1071	0.07724	0.08911	0.07564	0.12184	0.14027	0.1913	0.15796	0.11278	0.10218	0.07355	0.06543	0.0833	0.09577	0.10629	0.08392	0.08113	0.09974	0.11292	0.10002	0.12416	0.13518	0.14046	0.14737	0.10867	0.11851	0.11052	0.11262	0.10878	0.12368	0.22921	0.08226	0.09313	0.13789	0.15605	0.21713	0.09699	0.10236	0.11365	0.05848	0.57047	0.09321	0.10409	0.10079	0.07503	0.09252	0.10066	0.19688	0.13852	0.19835	0.13093	0.1275	0.10622	0.30608	0.08434	0.12901	0.27901	0.38364	0.15957	0.12148	0.0771	0.11815	0.07322	0.14199	0.10884	0.13888	0.11541	0.28505	0.11886	0.09583	0.07136	0.12463	0.12712	0.06509	0.32093	0.17836	0.10514	0.51364	0.14463	0.08809	0.07787
MMP3	0.93168	0.89786	0.92758	0.90009	0.91786	0.90854	0.84954	0.88511	0.91294	0.88029	0.90597	0.90107	0.91066	0.88442	0.90825	0.90417	0.89308	0.91306	0.8953	0.89626	0.90728	0.91563	0.91416	0.9094	0.91808	0.92594	0.92502	0.90105	0.9179	0.86665	0.91351	0.91948	0.92932	0.91207	0.92039	0.93001	0.89063	0.92878	0.93915	0.93117	0.93516	0.92128	0.90319	0.89193	0.92722	0.91276	0.95483	0.91569	0.90001	0.90592	0.91832	0.9231	0.84318	0.9082	0.87301	0.86938	0.90655	0.69125	0.92934	0.89003	0.93455	0.87671	0.91739	0.89774	0.7249	0.86097	0.93582	0.92413	0.94106	0.8825	0.87604	0.89315	0.9372	0.68029	0.88824	0.87418	0.87496	0.61042	0.89495	0.60064	0.91481	0.89354	0.86737	0.86122	0.78506	0.88963	0.89792	0.82508	0.88905	0.85104	0.87376	0.90552	0.88991	0.66594
MMP7	0.36074	0.42651	0.46735	0.3871	0.34979	0.36743	0.27561	0.25176	0.34498	0.38196	0.17111	0.41559	0.23149	0.30366	0.38053	0.35531	0.40254	0.43374	0.34147	0.42265	0.36947	0.30447	0.32522	0.28236	0.18572	0.41428	0.26285	0.25082	0.37849	0.34284	0.3854	0.39054	0.29162	0.40311	0.43598	0.24585	0.36866	0.21606	0.389	0.33003	0.41887	0.3626	0.43232	0.30218	0.43982	0.30368	0.30297	0.3801	0.32998	0.32777	0.12786	0.25266	0.15644	0.44311	0.20553	0.10962	0.34512	0.13075	0.18172	0.31095	0.29722	0.30991	0.31255	0.25143	0.26306	0.48233	0.23276	0.17108	0.55804	0.4324	0.32325	0.36466	0.24611	0.20714	0.32904	0.20062	0.38589	0.1769	0.2787	0.15671	0.17898	0.22525	0.38304	0.11517	0.15213	0.35509	0.19798	0.202	0.32342	0.13793	0.32327	0.13597	0.22558	0.07852
MMP8	0.91321	0.86704	0.94477	0.91668	0.92618	0.93086	0.87252	0.86575	0.94515	0.83142	0.85475	0.92147	0.89971	0.84637	0.91431	0.90761	0.90823	0.9124	0.90555	0.92396	0.93636	0.92107	0.90628	0.89581	0.89863	0.89404	0.90076	0.91	0.91482	0.91015	0.91444	0.92506	0.89139	0.91716	0.93768	0.92779	0.85306	0.9187	0.9249	0.89778	0.93301	0.92297	0.95357	0.89285	0.94678	0.91506	0.89792	0.88754	0.81319	0.86091	0.90978	0.89914	0.91083	0.89801	0.89134	0.86868	0.84055	0.93215	0.95011	0.85025	0.88861	0.84212	0.90454	0.89334	0.77682	0.76966	0.91795	0.85298	0.93652	0.85584	0.80842	0.90011	0.92908	0.89629	0.90295	0.89543	0.86156	0.54711	0.87912	0.90938	0.78916	0.86396	0.85057	0.39051	0.74985	0.83413	0.87328	0.8771	0.85879	0.82579	0.86145	0.94273	0.88413	0.82943
MMP9	0.91214	0.91423	0.93348	0.92947	0.92996	0.89104	0.83274	0.92032	0.91601	0.87453	0.87232	0.90575	0.87217	0.87992	0.92392	0.91583	0.90387	0.91584	0.88796	0.92088	0.93815	0.91715	0.9123	0.89449	0.87182	0.89149	0.88806	0.90828	0.88875	0.88889	0.91552	0.88975	0.90839	0.92922	0.91253	0.92079	0.88738	0.90447	0.91711	0.89105	0.8958	0.93206	0.93538	0.92157	0.93543	0.92122	0.88963	0.88091	0.882	0.90246	0.49265	0.89662	0.90879	0.93228	0.92603	0.7362	0.88282	0.95873	0.92056	0.89698	0.42488	0.86378	0.88399	0.88155	0.92336	0.8758	0.93199	0.81428	0.71551	0.84499	0.86037	0.91722	0.86407	0.9177	0.90337	0.90286	0.8892	0.67246	0.80186	0.88627	0.901	0.86503	0.86478	0.77241	0.84309	0.92802	0.88376	0.86013	0.86713	0.8517	0.8881	0.93751	0.94144	0.90974
MOS	0.28798	0.31479	0.22458	0.31804	0.32758	0.21935	0.13867	0.82548	0.23593	0.32558	0.13829	0.24112	0.14341	0.27427	0.28327	0.30294	0.18114	0.19085	0.26283	0.26138	0.27428	0.25889	0.23346	0.15792	0.79393	0.23271	0.16015	0.18295	0.14842	0.15896	0.18941	0.14665	0.27712	0.20244	0.21201	0.24529	0.36217	0.22303	0.22379	0.14721	0.25993	0.2098	0.25406	0.35084	0.21942	0.22313	0.03327	0.42143	0.72405	0.44245	0.81484	0.55551	0.79194	0.93199	0.84717	0.82006	0.46143	0.21391	0.32228	0.70672	0.13978	0.80658	0.67143	0.81424	0.28494	0.85119	0.86398	0.85856	0.92882	0.76524	0.73211	0.68944	0.7562	0.12188	0.32828	0.76949	0.55328	0.45371	0.37813	0.4039	0.66086	0.62631	0.34596	0.41907	0.72955	0.45222	0.39354	0.8138	0.57459	0.35155	0.78485	0.93354	0.74551	0.90848
MPL	0.82222	0.8119	0.88498	0.8416	0.85578	0.83987	0.71551	0.88611	0.84888	0.81043	0.7263	0.86634	0.87848	0.82148	0.87275	0.8629	0.84327	0.86722	0.82305	0.88186	0.87238	0.87539	0.87604	0.84042	0.86977	0.79811	0.86081	0.83578	0.85716	0.76677	0.86394	0.83413	0.77229	0.85365	0.85345	0.89762	0.79795	0.88148	0.88392	0.82839	0.85782	0.85584	0.91485	0.85488	0.88598	0.83526	0.86377	0.82179	0.85036	0.78001	0.91988	0.83235	0.88717	0.92274	0.88919	0.82365	0.80103	0.89621	0.93207	0.76213	0.92455	0.8396	0.91933	0.8671	0.87977	0.79257	0.91283	0.90496	0.81355	0.85963	0.83889	0.868	0.89747	0.91269	0.8602	0.66953	0.80273	0.88092	0.8783	0.93149	0.72439	0.73998	0.74818	0.40672	0.79557	0.90512	0.81096	0.88054	0.85386	0.91286	0.80775	0.83069	0.8768	0.91194
MPO	0.87407	0.81099	0.88544	0.85752	0.86996	0.83997	0.71338	0.85226	0.87638	0.84321	0.75584	0.86151	0.85142	0.82729	0.86813	0.87136	0.82567	0.84494	0.80287	0.88113	0.88631	0.86128	0.8845	0.85612	0.85871	0.81863	0.88072	0.84036	0.86957	0.82434	0.86731	0.86629	0.82008	0.86963	0.87161	0.90923	0.78811	0.89059	0.87764	0.84893	0.87108	0.86533	0.88968	0.79178	0.89464	0.85682	0.79248	0.82988	0.77063	0.77607	0.88553	0.85903	0.9097	0.9107	0.88038	0.82875	0.82873	0.79152	0.9144	0.77987	0.48606	0.83728	0.87133	0.86758	0.81991	0.81015	0.85633	0.87612	0.85554	0.81823	0.7498	0.84536	0.87884	0.91345	0.87016	0.72639	0.81243	0.80558	0.73478	0.66432	0.80234	0.83273	0.79919	0.64239	0.72865	0.86275	0.84845	0.87784	0.84747	0.89154	0.81164	0.89893	0.8884	0.82558
MSH2	0.79709	0.75564	0.74961	0.79517	0.82331	0.681	0.59704	0.78267	0.74367	0.75062	0.72891	0.68141	0.67317	0.70173	0.78544	0.73974	0.73333	0.76176	0.72726	0.72124	0.74949	0.75769	0.76929	0.74796	0.75916	0.76334	0.72945	0.55841	0.67532	0.68549	0.78047	0.65494	0.79895	0.75891	0.75092	0.67545	0.78336	0.66964	0.70534	0.71439	0.77071	0.79868	0.74296	0.66054	0.70578	0.75147	0.56909	0.7668	0.8116	0.8127	0.37619	0.81491	0.63937	0.78557	0.81367	0.61505	0.77694	0.58684	0.69226	0.75639	0.73477	0.74675	0.5732	0.79056	0.81218	0.79766	0.75637	0.83284	0.52968	0.80156	0.84444	0.74698	0.68999	0.7382	0.67185	0.78558	0.81005	0.68365	0.72708	0.80098	0.80877	0.7634	0.65975	0.83804	0.67733	0.72585	0.66715	0.70415	0.70781	0.57038	0.69098	0.74925	0.79939	0.80202
MSH3	0.93745	0.91531	0.94424	0.92297	0.8802	0.92482	0.85674	0.9116	0.91692	0.82091	0.90931	0.91164	0.90783	0.88977	0.91832	0.91373	0.90102	0.91768	0.9116	0.90156	0.88906	0.92192	0.90945	0.91567	0.91974	0.92706	0.91752	0.92215	0.91744	0.90726	0.90944	0.92601	0.93091	0.93009	0.93134	0.93311	0.9091	0.91841	0.93339	0.84888	0.93756	0.94023	0.93879	0.53859	0.86687	0.92653	0.93021	0.93595	0.91716	0.91886	0.89754	0.8638	0.84166	0.86982	0.92067	0.70474	0.83445	0.8688	0.93666	0.89896	0.95289	0.90825	0.90771	0.89138	0.83157	0.91287	0.92886	0.86826	0.82644	0.92323	0.91468	0.93619	0.94087	0.94022	0.9208	0.91065	0.93172	0.87604	0.91074	0.66092	0.9182	0.89237	0.90249	0.89323	0.87194	0.89644	0.77467	0.88651	0.89188	0.87489	0.8623	0.79971	0.92275	0.80833
